record_id	source_id	date	jurisdiction	title	url	text_excerpt	token_count_est	topic_tags	narrative_terms	license_note
fomc_statements_2024_01_31_d2bece16	fomc_statements	2024-01-31	US	Press Release	https://www.federalreserve.gov/newsevents/pressreleases/monetary20240131a.htm	An official website of the United States Government Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock Locked padlock icon ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites. Stay Connected Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page Subscribe to RSS Subscribe to Email Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page For release at 2:00 p.m. EST Share 	646	inflation;labor;growth;policy;uncertainty	inflation:8;labor:6;growth:1;policy:18;uncertainty:9	Federal Reserve public web page; US federal government source posture, verify page-specific notes for your use case.
fomc_statements_2024_03_20_bab9b3d5	fomc_statements	2024-03-20	US	Press Release	https://www.federalreserve.gov/newsevents/pressreleases/monetary20240320a.htm	An official website of the United States Government Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock Locked padlock icon ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites. Stay Connected Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page Subscribe to RSS Subscribe to Email Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page For release at 2:00 p.m. EDT Share 	638	inflation;labor;growth;policy;uncertainty	inflation:8;labor:6;growth:1;policy:18;uncertainty:9	Federal Reserve public web page; US federal government source posture, verify page-specific notes for your use case.
fomc_statements_2024_05_01_b02a64d8	fomc_statements	2024-05-01	US	Press Release	https://www.federalreserve.gov/newsevents/pressreleases/monetary20240501a.htm	An official website of the United States Government Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock Locked padlock icon ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites. Stay Connected Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page Subscribe to RSS Subscribe to Email Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page For release at 2:00 p.m. EDT Share 	742	inflation;labor;growth;policy;uncertainty	inflation:9;labor:6;growth:1;policy:23;uncertainty:9	Federal Reserve public web page; US federal government source posture, verify page-specific notes for your use case.
fomc_statements_2024_06_12_defe8350	fomc_statements	2024-06-12	US	Press Release	https://www.federalreserve.gov/newsevents/pressreleases/monetary20240612a.htm	An official website of the United States Government Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock Locked padlock icon ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites. Stay Connected Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page Subscribe to RSS Subscribe to Email Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page For release at 2:00 p.m. EDT Share 	657	inflation;labor;growth;policy;uncertainty	inflation:9;labor:6;growth:1;policy:19;uncertainty:9	Federal Reserve public web page; US federal government source posture, verify page-specific notes for your use case.
fomc_statements_2024_07_31_03d3b074	fomc_statements	2024-07-31	US	Press Release	https://www.federalreserve.gov/newsevents/pressreleases/monetary20240731a.htm	An official website of the United States Government Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock Locked padlock icon ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites. Stay Connected Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page Subscribe to RSS Subscribe to Email Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page For release at 2:00 p.m. EDT Share 	680	inflation;labor;growth;policy;uncertainty	inflation:8;labor:6;growth:1;policy:19;uncertainty:9	Federal Reserve public web page; US federal government source posture, verify page-specific notes for your use case.
fomc_statements_2024_09_18_bfc1dd2d	fomc_statements	2024-09-18	US	Press Release	https://www.federalreserve.gov/newsevents/pressreleases/monetary20240918a.htm	An official website of the United States Government Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock Locked padlock icon ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites. Stay Connected Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page Subscribe to RSS Subscribe to Email Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page For release at 2:00 p.m. EDT Share 	676	inflation;labor;growth;policy;uncertainty	inflation:8;labor:7;growth:1;policy:19;uncertainty:11	Federal Reserve public web page; US federal government source posture, verify page-specific notes for your use case.
fomc_statements_2024_11_07_7ed7e931	fomc_statements	2024-11-07	US	Press Release	https://www.federalreserve.gov/newsevents/pressreleases/monetary20241107a.htm	An official website of the United States Government Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock Locked padlock icon ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites. Stay Connected Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page Subscribe to RSS Subscribe to Email Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page For release at 2:00 p.m. EST Share 	625	inflation;labor;growth;policy;uncertainty	inflation:6;labor:7;growth:1;policy:18;uncertainty:9	Federal Reserve public web page; US federal government source posture, verify page-specific notes for your use case.
fomc_statements_2024_12_18_10d2002a	fomc_statements	2024-12-18	US	Press Release	https://www.federalreserve.gov/newsevents/pressreleases/monetary20241218a.htm	An official website of the United States Government Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock Locked padlock icon ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites. Stay Connected Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page Subscribe to RSS Subscribe to Email Federal Reserve Facebook Page Federal Reserve Instagram Page Federal Reserve YouTube Page Federal Reserve Flickr Page Federal Reserve LinkedIn Page Federal Reserve Threads Page Federal Reserve X Page Federal Reserve Bluesky Page For release at 2:00 p.m. EST Share 	661	inflation;labor;growth;policy;uncertainty	inflation:6;labor:7;growth:1;policy:19;uncertainty:9	Federal Reserve public web page; US federal government source posture, verify page-specific notes for your use case.
